what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376895848294
opened,view,com.android.ide.eclipse.ddms,22.0.5.v201307292155--757759,"com.android.ide.eclipse.ddms.views.LogCatView",1376895849289
activated,view,com.android.ide.eclipse.ddms,22.0.5.v201307292155--757759,"com.android.ide.eclipse.ddms.views.LogCatView",1376895865109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376895865283
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376895865320
activated,view,com.android.ide.eclipse.ddms,22.0.5.v201307292155--757759,"com.android.ide.eclipse.ddms.views.LogCatView",1376895867373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376895870638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376895903660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376895904705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376895934966
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376895935111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376895944285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376895953345
activated,view,com.android.ide.eclipse.ddms,22.0.5.v201307292155--757759,"com.android.ide.eclipse.ddms.views.LogCatView",1376895958556
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376895961229
activated,view,com.android.ide.eclipse.ddms,22.0.5.v201307292155--757759,"com.android.ide.eclipse.ddms.views.LogCatView",1376895962248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376895985752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376896009191
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1376896011907
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1376896016212
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1376896016314
activated,view,com.android.ide.eclipse.ddms,22.0.5.v201307292155--757759,"com.android.ide.eclipse.ddms.views.LogCatView",1376896019013
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1376896023004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376896025077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376896032581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376896057344
activated,view,com.android.ide.eclipse.ddms,22.0.5.v201307292155--757759,"com.android.ide.eclipse.ddms.views.LogCatView",1376896061023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376896074907
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376896111844
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1376896115182
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1376896123599
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1376896123666
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1376896127352
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1376896129904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376896132356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376896133525
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1376896145267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376896162250
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1376896167482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376896172296
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1376896178280
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1376896180527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376896185201
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376896186496
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1376896193809
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376896197639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376896201828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376896206565
activated,view,com.android.ide.eclipse.ddms,22.0.5.v201307292155--757759,"com.android.ide.eclipse.ddms.views.LogCatView",1376896207982
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1376896222143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376896223948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376896230998
