what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1376890506689
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376890516085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376890518030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376890615875
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376890617213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376890629443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376890638943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376890651751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376890657328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376890657492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376890657652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376890657796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376890657948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376890658110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376890658253
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376890658421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376890673109
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1376890676162
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1376890678592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376890682072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376890831087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376890861005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376890905609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376890928931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891021531
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376891026629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1376891028443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376891031263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376891033075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891049533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891109013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891112082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891328335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891332201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891776596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891777457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891925274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891930925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891959116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376891964904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892644555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892668684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892882935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892884389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892886833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892890045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892894060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892895639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892896425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892902448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892904576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892906254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892907998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892909871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892975499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376892975783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376893001803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376893003535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376893007935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376893008471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376893101153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376893149679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376893154082
error,log,,,"Internal error logged from JDI Debug: ",1376893169760
error,log,,,"Internal error logged from JDI Debug: ",1376893174103
