what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376671991395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376671992740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376671992895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672092779
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1376672098439
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1376672099077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672102217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672858632
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1376672863083
closed,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1376672863083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672907185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672911209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672913979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376672939795
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.add.block.comment",1376672951728
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.add.block.comment",1376672956298
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1376673029067
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1376673030982
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1376673031035
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1376673034946
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1376673036784
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1376673042080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673044212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673047359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673051101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673056541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673060441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673069490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376673079624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1376673081715
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376673082810
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1376673088698
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1376673089028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1376673096360
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1376673098226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376673099627
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.add.block.comment",1376673103463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1376673120305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1376673121446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376673132365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673135483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673186086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673192451
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1376673199240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673274741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1376673274807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673276336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673326854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673330173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673406507
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1376673406560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1376673416440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376673422493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673425143
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1376673435215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673435345
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376673437622
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1376673455742
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376673455742
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1376673457805
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376673461158
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376673461306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673464497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673476115
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1376673498123
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1376673508943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.next",1376673535135
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1376673549024
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1376673549319
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1376673549354
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1376673549734
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1376673549887
started,bundle,org.eclipse.mylyn.java.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.ui",1376673550107
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1376673551113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673563512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673565431
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1376673583296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376673600638
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376673601733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1376673618363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376673627288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673628860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673631531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1376673650086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673658209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673663184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1376673664717
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1376673679550
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1376673682834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673687626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673687765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673720729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673749232
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1376673763232
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1376673764624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1376673773266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1376673790902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376673795707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673856618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673864475
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1376673864751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673871125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673882157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673889345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673892219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376673897524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674037245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674038044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674115331
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1376674122477
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1376674128122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376674135608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674137051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674139094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674143107
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674146367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674146808
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376674220916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674221703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674223289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674322134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674323846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674330105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674330670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674334102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674335429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674337254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674337361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376674347454
